237410;9050095;14;1431;810;2;"574УД1Б";"574уд1б";"";"шт";"";0;1;0;0;0;0;68.42;0.00;0.00;0.00;0.00;"";"";"2578";"2015-06-17 01:40:10"
237411;9333622;14;1431;810;2;"КР574УД2А";"кр574уд2а";"";"шт";"";0;1;0;0;0;0;51.51;0.00;0.00;0.00;0.00;"";"";"112445";"2018-11-09 17:24:24"
237412;9333623;14;1431;810;2;"КР574УД2Б";"кр574уд2б";"";"шт";"";0;1;0;0;0;0;40.56;0.00;0.00;0.00;0.00;"";"";"77505";"2018-11-09 17:24:24"
237414;9050258;14;1431;810;2;"580ВВ51";"580вв51";"";"шт";"";0;1;0;0;0;0;152.99;0.00;0.00;0.00;0.00;"";"";"2590";"2018-11-09 17:24:24"
237418;9333635;14;1431;810;2;"КР580ВИ53";"кр580ви53";"";"шт";"";0;1;0;0;0;0;198.33;0.00;0.00;0.00;0.00;"";"";"123259";"2018-09-13 17:32:36"
237419;9333695;14;1431;810;2;"КР590КН2";"кр590кн2";"";"шт";"";0;1;0;0;0;0;89.76;0.00;0.00;0.00;0.00;"";"";"104389";"2018-11-09 17:24:24"
237421;9333697;14;1431;810;2;"КР590КН4";"кр590кн4";"";"шт";"";0;1;0;0;0;0;75.01;0.00;0.00;0.00;0.00;"";"";"62929";"2018-11-09 17:24:24"
237422;9321725;14;1431;810;2;"К590КН4";"к590кн4";"";"шт";"";0;1;0;0;0;0;144.16;0.00;0.00;0.00;0.00;"";"";"63535";"2015-01-13 01:31:01"
237429;9333704;14;1431;810;2;"КР590КН9";"кр590кн9";"";"шт";"";0;1;0;0;0;0;61.03;0.00;0.00;0.00;0.00;"";"";"2756";"2018-11-09 17:24:24"
237430;9333707;14;1431;810;2;"КР597СА2";"кр597са2";"";"шт";"";0;1;0;0;0;0;57.36;0.00;0.00;0.00;0.00;"";"";"2773";"2015-10-24 01:41:37"
237431;9333710;220;1431;810;2;"КР597СА3Б";"кр597са3б";"";"шт";"";0;1;0;0;0;0;3.18;0.00;0.00;0.00;0.00;"";"";"2783";"2014-06-16 23:48:11"
237432;10160643;7;1431;810;2;"KA5H0165RN";"ka5h0165rn";"";"шт";"";0;1;0;0;0;0;0.00;0.00;0.00;0.00;0.00;"";"";"141369";"2020-03-25 17:05:04"
237435;10834412;7;1431;810;2;"KA5L0365R";"ka5l0365r";"";"шт";"";0;1;0;0;0;0;0.00;0.00;0.00;0.00;0.00;"";"";"118001";"2020-03-25 17:05:04"
237436;10160645;7;1431;810;2;"KA5L0365RN";"ka5l0365rn";"";"шт";"";0;1;0;0;0;0;0.00;0.00;0.00;0.00;0.00;"";"";"115182";"2020-03-25 17:05:04"
237437;10160647;7;1431;810;2;"KA5L0380R";"ka5l0380r";"";"шт";"";0;1;0;0;0;0;0.00;0.00;0.00;0.00;0.00;"";"";"106939";"2020-03-25 17:05:04"
237439;10160648;7;1431;810;2;"KA5M0165RN";"ka5m0165rn";"";"шт";"";0;1;0;0;0;0;0.00;0.00;0.00;0.00;0.00;"";"";"125546";"2020-03-25 17:05:04"
237440;9177397;7;1431;810;2;"KA5M02659RN";"ka5m02659rn";"";"шт";"";0;1;0;0;0;0;0.00;0.00;0.00;0.00;0.00;"";"";"111198";"2020-03-25 17:05:04"
237441;10160649;7;1431;810;2;"KA5M0265R";"ka5m0265r";"";"шт";"";0;1;0;0;0;0;112.54;0.00;0.00;0.00;0.00;"";"";"107781";"2018-11-09 17:24:24"
237444;9177402;7;1431;810;2;"KA5M0380R";"ka5m0380r";"";"шт";"";0;1;0;0;0;0;0.00;0.00;0.00;0.00;0.00;"";"";"111217";"2020-03-25 17:05:04"
237445;10160656;7;1431;810;2;"KA5Q0765RT";"ka5q0765rt";"";"шт";"";0;1;0;0;0;0;0.00;0.00;0.00;0.00;0.00;"";"";"86048";"2020-03-25 17:05:04"
237447;10160659;7;1431;810;2;"KA5Q1265RF";"ka5q1265rf";"";"шт";"";0;1;0;0;0;0;0.00;0.00;0.00;0.00;0.00;"";"";"109360";"2020-03-25 17:05:04"
237448;10641820;7;1431;810;2;"KA5Q1565RF";"ka5q1565rf";"";"шт";"";0;1;0;0;0;0;0.00;0.00;0.00;0.00;0.00;"";"";"129897";"2020-03-25 17:05:04"
237449;10160663;7;1431;810;2;"KA5S1265";"ka5s1265";"";"шт";"";0;1;0;0;0;0;153.98;0.00;0.00;0.00;0.00;"";"";"107231";"2018-11-09 17:24:24"
237450;10834283;7;1431;810;2;"IS61C256AL-12JLI";"is61c256al12jli";"";"шт";"";0;1;0;0;0;0;94.20;0.00;0.00;0.00;0.00;"";"";"94843";"2018-11-09 17:24:24"
237457;10834285;18;1431;810;2;"IS61WV20488BLL-10TLI";"is61wv20488bll10tli";"";"шт";"";0;1;0;0;0;0;1441.07;0.00;0.00;0.00;0.00;"";"";"136142";"2017-10-16 17:36:45"
237458;10834286;7;1431;810;2;"IS61WV25616BLL-10TLI";"is61wv25616bll10tli";"";"шт";"";0;1;0;0;0;0;0.00;0.00;0.00;0.00;0.00;"";"";"147030";"2020-03-25 17:05:04"
237459;10834287;220;1431;810;2;"IS61WV6416BLL-12TLI";"is61wv6416bll12tli";"";"шт";"";0;1;0;0;0;0;0.00;0.00;0.00;0.00;0.00;"";"";"147026";"2020-03-25 17:05:04"
237466;10160375;7;1431;810;2;"IS62C256AL-45ULI";"is62c256al45uli";"";"шт";"";0;1;0;0;0;0;0.00;0.00;0.00;0.00;0.00;"";"";"141764";"2020-03-25 17:05:04"
237483;10171400;7;1431;810;2;"SN74AC00N";"sn74ac00n";"";"шт";"";0;1;0;0;0;0;0.00;0.00;0.00;0.00;0.00;"";"";"3652";"2020-03-25 17:05:04"
237486;10154293;7;1431;810;2;"CD74AC02E";"cd74ac02e";"";"шт";"";0;1;0;0;0;0;0.00;0.00;0.00;0.00;0.00;"";"";"3656";"2020-03-25 17:05:04"
237490;10941311;7;1431;810;2;"SN74AC04PW";"sn74ac04pw";"";"шт";"";0;1;0;0;0;0;0.00;0.00;0.00;0.00;0.00;"";"";"157806";"2020-03-25 17:05:04"
237493;10900294;7;1431;810;2;"CD74AC05E";"cd74ac05e";"";"шт";"";0;1;0;0;0;0;0.00;0.00;0.00;0.00;0.00;"";"";"3666";"2020-03-25 17:05:04"
237494;9492267;7;1431;810;2;"SN74AC08D";"sn74ac08d";"";"шт";"";0;1;0;0;0;0;0.00;0.00;0.00;0.00;0.00;"";"";"95035";"2020-03-25 17:05:04"
237496;10171403;7;1431;810;2;"SN74AC08N";"sn74ac08n";"";"шт";"";0;1;0;0;0;0;0.00;0.00;0.00;0.00;0.00;"";"";"3658";"2020-03-25 17:05:04"
237497;10828302;7;1431;810;2;"74AC109SC";"74ac109sc";"";"шт";"";0;1;0;0;0;0;0.00;0.00;0.00;0.00;0.00;"";"";"84205";"2020-03-25 17:05:04"
237502;10884498;7;1431;810;2;"MC74AC125DG";"mc74ac125dg";"";"шт";"";0;1;0;0;0;0;0.00;0.00;0.00;0.00;0.00;"";"";"37962";"2020-03-25 17:05:04"
