710;"KDS";""
711;"KEC";"http://www.keccorp.com"
712;"Keil";"http://www.keil.com"
713;"Keisoku";""
714;"Kemet";"http://www.kemet.com"
715;"Kenet";""
716;"Kenwood";"http://www.kenwood-electronics.de"
717;"Kepo";""
718;"Kestrel";""
719;"KEW";""
720;"Kexin";""
721;"Keys";""
722;"Khatod";""
723;"Kicker";""
724;"Kilews";""
725;"Kimo";""
726;"KIN";"http://www.kingston.com"
727;"Kingbright";"http://www.kingbright.com"
728;"Kingfont";""
729;"Kinzo";"http://www.kinzo.nl"
730;"K&L";""
731;"Klauke";""
732;"Knbr";""
733;"KNF";""
734;"KNI";"http://www.knitter-switch.com"
735;"Knipex";""
736;"Knowact";""
737;"Knowles";"http://www.knowles.com"
738;"KOA";"http://www.koaspeer.com"
739;"Kodak";""
740;"Kome";""
741;"Konig";""
742;"Kontron";""
743;"Kopex";""
744;"Korchip";""
745;"Kradex";""
746;"KRN";""
747;"KSE";"http://www.kingstate.com.tw"
748;"KSS";""
749;"KST";""
750;"Kt&C";"http://www.ktnc.co.kr"
751;"KUB";""
752;"KYC";""
753;"KYO";""
754;"Lada";""
755;"Lambda";"http://www.chipdocs.com/manufacturers/lambd.html"
756;"LAN";""
757;"Lanzar";""
758;"Lapp";""
759;"LAT";"http://www.latticesemi.com"
760;"Lbs Antennas";""
761;"LC";"http://www.lasercomponents.de"
762;"Leadtek";""
763;"Leaptronix";""
764;"Lecroy";"http://www.lecroy.com"
765;"Ledil";""
766;"Leger";""
767;"Legrand";""
768;"Leica";""
769;"LEM";""
770;"Lemo";""
771;"Lenze";""
772;"Leoch";""
773;"Leopard";""
774;"Level";""
775;"LF";""
776;"LFS";""
777;"LG";"http://www.lg.co.kr"
778;"LGE";""
779;"Lg/Ph";""
780;"Lgw/Dlk";""
781;"Lian";""
782;"Lih Sheng";""
783;"LIN";"http://www.dtsc.ca.gov/hazardouswaste/linfinity"
784;"Linear";"http://www.linear.com"
785;"Linemaster";""
786;"Linx";"http://www.linxtechnologies.com"
787;"LIS";""
788;"Lishizhao";""
789;"Liteon";""
790;"Lnkrsrch";""
791;"Locsense";"http://www.locsense.com.tw"
792;"Logitek";""
793;"Loranger";""
794;"LPD";""
795;"LTC";"http://www.linear.com"
796;"LTK";""
797;"LTL";"http://www.littelfuse.com"
798;"LTN";""
799;"LTO";""
800;"LUC";""
801;"Lukey";""
802;"LUM";""
803;"Lumex";"http://www.lumex.com"
804;"Lumileds";""
805;"Lumilens";""
806;"Luminar";""
807;"Luxeon";"http://www.luxeon.com"
808;"Luxmann";"http://www.luxmann.ru"
809;"Luxo";"http://www.luxo.com"
810;"Lygo";""
811;"M/A";"http://www.macom.com"
812;"Mac Audio";""
813;"Macronix";"http://www.macronix.com"
814;"MAG";""
815;"Magn";""
816;"Magnat";""
817;"Mars";""
818;"Marv";""
819;"Mason";""
820;"Mastech";"http://www.p-mastech.com"
821;"Master Instrument Co";""
822;"Matrix";""
823;"Matsushita";"http://www.panasonic.com"
824;"MAX";"http://www.maxim-ic.com"
825;"Maxbotix";""
826;"Maxon";""
827;"Maxwell";""
828;"MBI";""
829;"Mblox";""
830;"Mb Quart";""
831;"MBR";""
832;"MCC";"http://www.datasheetcatalog.com/microcommercialcomponents/1"
833;"Mchip";""
834;"MCI";"http://www.minicircuits.com"
835;"MCM";""
836;"MCP";""
837;"MCR";""
838;"Mcrn";""
839;"MCS";"http://www.microsemi.com"
840;"Mean Well";"http://www.meanwell.com"
841;"MEC";""
842;"Meder";"http://www.meder.com"
843;"Megatron";""
844;"Megger";""
845;"Meguna";""
846;"MEI";""
847;"Meisei";""
848;"Memec";""
849;"MER";""
850;"Metcal";""
851;"Metex";""
852;"Metrel";""
853;"Metrix";""
854;"MFJ";""
855;"M H";""
856;"MHS";""
857;"MI";""
858;"Micra";""
859;"Micrel";"http://www.micrel.com"
860;"Micro";""
861;"Microchip";"http://www.microchip.com"
862;"Micron";"http://www.micron.com"
863;"Micronas";"http://www.micronas.com"
864;"Micronic";""
865;"Microsemi";"http://www.microsemi.com"
866;"Mikroel";""
867;"Millmax";""
868;"MIM";""
869;"Mimix";""
870;"Minamoto";""
871;"Minicir";""
872;"Minmax";"http://www.minmax.com.tw"
873;"MIT";"http://www.mitsubishielectric.com"
874;"Mitech";"http://www.mitech.co.uk"
875;"Mitel";"http://www.mitel.com"
876;"Mitselec";""
877;"Mitsumi";"http://www.mitsumi.com"
878;"Miyota";""
879;"ML";"http://www.microlinear.com"
880;"MLI";""
881;"MMI";""
882;"Mnpw";""
883;"Moeller";""
884;"Molex";"http://www.molex.com"
885;"Monex";"http://www.monex.com"
886;"Mongoose";""
887;"Monster Cable";""
888;"Morel";""
889;"MOS";""
890;"Mospec";""
891;"Mosv";""
892;"MOT";"http://www.motorola.com"
893;"Motech";"http://www.motechind.com"
894;"Motien";""
895;"Mot-Sier";""
896;"Moxa";""
897;"MP";""
898;"MPD";""
899;"MRM";""
900;"M+R Multitronik";"http://www.multitronik.com"
901;"Msis";""
902;"Mstr";""
903;"M-Systems";""
904;"MT";""
905;"Mtf Light";""
906;"Mtps";"http://www.microtipsusa.com"
907;"MTX";""
908;"Multcmp";""
909;"Multicor";""
910;"Murata";"http://www.murata.com"
911;"Murataps";""
912;"Murr";""
913;"MX";"http://www.macronix.com"
914;"Myson";"http://www.myson.com.tw"
915;"Mystery";""
917;"NA";""
918;"Nais";"http://www.nais-e.com"
919;"Nakamichi";""
920;"Nantong";""
921;"National Instruments";""
922;"NC";""
923;"NCH";""
924;"NCR";""
925;"NDK";""
926;"NEC";"http://www.nec.com"
927;"Neltron";""
928;"Nenshi";""
929;"Nesa";""
930;"Newtec";""
931;"Nex1";""
932;"Nexcom";"http://www.nexcom.com"
933;"NFL";""
934;"NIA";"http://www.nichia.com"
935;"NIC";""
936;"Nichiman";""
937;"Nihon";""
938;"Nikko";""
939;"Ningbo";""
940;"NIO";"http://www.nichicon-us.com"
941;"Nipple";""
942;"Nippon";""
943;"Nitech";""
944;"NJR";"http://www.njsemi.com"
945;"NJS";""
946;"NLT";""
947;"NNE";""
948;"Noble";""
949;"Nohau";""
950;"NOR";""
951;"Norcomp";""
952;"Nordic";""
953;"Noritake";""
954;"Nova";""
955;"Nover";""
956;"NRG";""
957;"NSC";"http://www.national.com"
958;"NSE";""
959;"NTE";"http://www.nteinc.com"
960;"Ntech";"http://www.novotechnik.com"
961;"NTK";"http://www.ntktech.com"
962;"NVE";"http://www.nve.com"
963;"Nxp/Ph";""
964;"OEM";""
965;"O.E.M.";""
966;"Ohmite";"http://www.ohmite.com"
967;"OKI";"http://www.oki.com"
968;"Olimex";"http://www.olimex.com"
969;"Omega";""
970;"Om-Power";""
971;"Omron";"http://www.omron.co.jp"
972;"Omron-Ia";""
973;"OMV";"http://www.ovt.com"
974;"ONS";"http://www.onsemi.com"
975;"Onwa";""
976;"Opek";""
977;"OPN";""
978;"Optek";"http://www.optekinc.com"
979;"Optiled";"http://www.optiled.biz"
980;"Origngps";""
981;"Orion";""
982;"Oris";""
983;"Ortags";""
984;"OSD";""
985;"Osram";"http://www.osram.com"
986;"OTK";"http://www.optekinc.com"
987;"Oupiin";""
988;"Oxfordep";""
989;"Pace";""
990;"Pacific";""
991;"Pactec";""
992;"Panasonic";"http://www.panasonic.com"
993;"Panc";""
994;"Pandora";""
995;"Pantera";""
996;"PAP";""
997;"Papst";"http://www.partsnic.com"
998;"Paralight";""
999;"Parallax";""
1000;"Parkmaster";""
1002;"Parlex";""
1003;"Partsnic";"http://www.partsnic.com"
1004;"Patrol";""
1005;"P&B";""
1006;"Pc-M";""
1007;"Peak";"http://www.peak-electronics.de"
1008;"Pecor";""
1009;"Peerless";""
1010;"Pems";""
1011;"Pendulum";""
1012;"Penn Engineering Components";""
1013;"Peregrin";"http://www.peregrine-semi.com"
1014;"Peri";"http://www.pericom.com/index.php"
1015;"Perkin";""
1016;"PEW";""
1017;"Pharaon";""
1018;"Phase_Matrix";""
1019;"PHD";""
1020;"Phoenix";""
1021;"Phonocar";""
1022;"Phxenon";""
1023;"Phycomp";""
1024;"Phytec";""
1025;"PI";""
1026;"Pico";""
1027;"Picosecond";""
1028;"Picotest";""
1029;"PIH";""
1030;"Pilkor";""
1031;"Pingood";""
1032;"Pinshine";""
1033;"Pioneer";"http://www.pioneerelectronics.com"
1034;"PJ";""
1035;"Pkit";""
1036;"Planar";""
1037;"Planet";""
1038;"Plastics";""
1039;"Plato";""
1040;"PLX";"http://www.plxtech.com"
1041;"PM";""
1042;"Pmate";"http://www.pduke.com"
1043;"PMC";""
1044;"PMI";"http://www.premiermag.com"
1045;"POL";""
1046;"Polyfet";"http://www.polyfet.com"
1047;"Polyphaser";""
1048;"Pomona";""
1049;"P-One";"http://www.power-one.com"
1050;"Pongee";""
1051;"Port";""
1052;"Positronic";""
1053;"Poundful";""
1054;"Power Acoustik";""
1055;"Powerex";"http://www.pwrx.com"
1056;"Power Integrations";""
1057;"Powertip";"http://www.powertip.com.tw"
1058;"Powinv";"http://www.power-innovations.com"
1059;"Premiera";""
1060;"Prem Mag";""
1061;"Prestige";""
1062;"Pro-Cell";""
1063;"Prolific";""
1064;"Prolight";""
1065;"Prology";"http://www.prology.ru/"
1066;"Promate";""
